,Date,WDIR,WSPD,GSPD,SALINITY..PSU.,DirectValue,Total Rain (mm),Max Temp (??C),Min Temp (??C),Mean Temp (??C),Total Precip (mm)
1932,2008/5/26,163.32,2.34,3.1,29,13.02,0.6,22,11.2,16.6,0.6
1933,2008/5/27,107.58,1.6,2.05,28.9,13.3,0.5,19,13,16,0.5
1934,2008/5/28,302.09,2,2.5,28.8,13.64,0,22,9,15.5,0
1935,2008/5/29,218.83,4.5,5.47,28.8,13.44,0,16,7.5,11.8,0
1936,2008/5/30,127.41,4.63,5.65,28.6,13.16,0,16.9,5.5,11.2,0
1937,2008/5/31,241.68,2.53,3.07,28.8,13.18,0,20.5,2.8,11.7,0
1938,2008/6/1,194,3.02,3.81,28.8,12.76,0,17.2,9,13.1,0
1939,2008/6/2,170.14,5.31,6.33,29,12.76,8.5,15.7,8.2,12,8.5
1940,2008/6/3,175.32,3.15,4.02,29.1,13.2,3.4,13.3,9,11.2,3.4
1941,2008/6/4,228.15,4.63,5.58,29,12.82,3.5,17.5,8.5,13,3.5
1942,2008/6/5,135.48,8.2,9.86,29.3,12.57,4.9,12,7.8,9.9,4.9
1943,2008/6/6,141.68,4.86,6.06,29,12.72,,,,,
1944,2008/6/7,279.59,5.12,6.51,26.4,12.82,,,,,
1945,2008/6/8,235.08,3.71,4.64,26.9,12.99,,,,,
1946,2008/6/9,130.62,5.82,7.02,26.5,13.06,26,11.5,6,8.8,26
1947,2008/6/10,289.4,7.3,8.93,27,13.59,0,16,7.2,11.6,0
1948,2008/6/11,237.12,4.96,6.02,27.1,13.2,0,18.5,10,14.3,0
1949,2008/6/12,168,3.31,4.08,26.5,12.99,0.3,19.5,6.5,13,0.3
1950,2008/6/13,279.68,6.35,7.82,27.1,13.02,,,,,
1951,2008/6/14,321.11,5.45,6.63,26.2,14,,,,,
1952,2008/6/15,297.73,5.01,6.08,25.6,14.29,,,,,
1953,2008/6/16,230.22,3.16,3.91,25,14.26,0.8,21,3.8,12.4,0.8
1954,2008/6/17,215.5,5.59,6.92,25.7,14.18,3.6,16.4,9.8,13.1,3.6
1955,2008/6/18,202.25,4.44,5.67,25.9,14.11,0.5,16.5,10,13.3,0.5
1956,2008/6/19,126.19,5.7,6.91,27,13.93,1.6,15.8,6.5,11.2,1.6
1957,2008/6/20,146.29,3.04,3.64,27.2,14.13,,,,,
1958,2008/6/21,231,2.03,2.55,27.3,13.97,,,,,
1959,2008/6/22,262.74,4.8,5.96,26.4,14.06,,,,,
1960,2008/6/23,226.3,4.09,5.08,27.4,14.27,,,,,
1961,2008/6/24,135.35,4.72,5.82,26,14.33,,,,,
1962,2008/6/25,262.31,3.1,3.8,26.3,14.55,,,,,
1963,2008/6/26,226.77,4.55,5.5,27.4,14.5,0.4,16.3,12.7,14.5,0.4
1964,2008/6/27,193.68,2.65,3.28,27.4,14.58,,,,,
1965,2008/6/28,273.26,2.83,3.43,25.4,14.99,,,,,
1966,2008/6/29,284.27,3.58,4.24,24.7,15.69,,,,,
1967,2008/6/30,273.91,2.76,3.37,25,16.12,,,,,
1968,2008/7/1,168.88,3.34,4.17,26,16.16,,,,,
1969,2008/7/2,191.3,2.29,2.75,26.3,16.18,0,25.8,9.8,17.8,0
1970,2008/7/3,217.16,2.72,3.63,25.9,16.27,0,24.5,16,20.3,0
1971,2008/7/4,134.9,7.35,9,27.5,16.19,,,,,
1972,2008/7/5,131.41,9.4,11.2,16.8,15.73,,,,,
1973,2008/7/6,189.52,2.64,3.4,17.5,15.54,,,,,
1974,2008/7/7,251.14,3.66,4.42,16.8,15.39,0,24.3,8.5,16.4,0
1975,2008/7/8,246.17,2.27,2.83,23.1,15.65,0,24.5,11.5,18,0
1976,2008/7/9,312.48,5.68,6.77,25.2,15.79,0,25.5,11,18.3,0
1977,2008/7/10,321.62,9.61,11.5,25.1,15.78,0,21,8,14.5,0
1978,2008/7/11,265.5,5.5,6.56,25.1,15.89,,,,,
1979,2008/7/12,239.43,2.8,3.36,24.4,15.79,,,,,
1980,2008/7/13,283.39,3.82,4.64,24.4,15.4,,,,,
1981,2008/7/14,307.83,5.23,6.23,24.7,15.06,0,21.4,8,14.7,0
1982,2008/7/15,275.88,3.72,4.39,24.4,15.62,0,23,7.8,15.4,0
1983,2008/7/16,280.62,4.46,5.32,25,15.8,0,24,7.5,15.8,0
1984,2008/7/17,314.83,5.87,7,25.1,15.54,0,22.5,7.5,15,0
1985,2008/7/18,323.61,6.42,7.72,25.5,15.59,,,,,
1986,2008/7/19,275.74,3.84,4.65,25.2,15.47,,,,,
1987,2008/7/20,191.67,2,2.49,25.9,15.26,,,,,
1988,2008/7/21,286.58,3.68,4.46,26.2,15.27,0,23.8,8,15.9,0
1989,2008/7/22,275,5.81,6.98,25.9,16.15,0,22,12,17,0
1990,2008/7/23,253.13,4.36,5.29,26.8,16.4,0,21.7,11.5,16.6,0
1991,2008/7/24,208.86,3.73,4.46,26.5,16.46,0,24,7.5,15.8,0
1992,2008/7/25,205.17,2.4,2.93,26.2,16.36,,,,,
1993,2008/7/26,151.54,2.72,3.58,26.2,16.32,,,,,
1994,2008/7/27,307.25,4.45,5.46,26,16.49,,,,,
1995,2008/7/28,229.39,5.37,6.7,26.3,15.99,4.8,20,7.5,13.8,4.8
1996,2008/9/3,149.5,1.4,1.87,27.1,14.61,0,19.2,8,13.6,0
1997,2008/9/4,267.33,3.92,4.73,27.3,14.65,0,20,6.5,13.3,0
1998,2008/9/5,267.33,2.67,3.45,27.3,15.11,0,22,9,15.5,0
1999,2008/9/6,263.62,4.25,5.16,28.5,15.56,0,22.5,10,16.3,0
2000,2008/9/7,300.75,5.2,6.15,28.2,15.81,0,23.5,7.5,15.5,0
2001,2008/9/8,302.17,5.6,6.64,28.4,15.78,0,21,7,14,0
2002,2008/9/9,321.17,8.28,9.98,27.8,15.76,0,20.5,5.5,13,0
2003,2008/9/10,311,4.85,5.79,27.5,15.58,0,20.8,4.5,12.7,0
2004,2008/9/11,264.5,3.09,3.79,28.2,15.17,0,22.5,5.5,14,0
2005,2008/9/12,304.83,5.68,6.75,27.9,14.82,0,23,8,15.5,0
2006,2008/9/13,299.25,4.85,5.65,27.9,14.93,0,21.5,8.9,15.2,0
2007,2008/9/14,296.17,4.26,5.03,28.1,14.81,0,23,5,14,0
2008,2008/9/15,277.33,4.22,5.03,27.6,15.58,0,24,4.5,14.3,0
2009,2008/9/16,276.17,1.7,2.05,27.1,15.54,0,23.7,5.3,14.5,0
2010,2008/9/17,261.83,2.09,2.62,27.4,15.22,0,22,7,14.5,0
2011,2008/9/18,161.79,2.12,2.85,27.1,14.8,0.4,18,7,12.5,0.4
2012,2008/9/19,126.54,2.94,3.56,27.1,14.27,0,18.1,11,14.6,0
2013,2008/9/20,206.96,1.51,1.91,27.6,13.93,2.3,18.1,7.2,12.7,2.3
2014,2008/9/21,228.42,3.15,3.87,27.3,13.82,3.4,18.2,9.1,13.7,3.4
2015,2008/9/22,320.88,7.45,9.03,27.6,13.51,0,16,5,10.5,0
2016,2008/9/23,265.29,3.69,4.58,27.6,13.31,3.5,16,4.5,10.3,3.5
2017,2008/9/24,118.83,4.32,5.41,27.6,13.29,8.9,14.8,8.5,11.7,8.9
2018,2008/9/25,121.54,6.24,7.77,27.8,12.94,2.7,15.2,8.5,11.9,2.7
2019,2008/9/26,157.62,2.87,3.51,27.5,12.76,0,18.6,12,15.3,0
2020,2008/9/27,154.83,4.63,5.51,26.8,12.97,0,17.8,7.5,12.7,0
2021,2008/9/28,225.25,2.57,3,27.7,12.54,0,17.5,4,10.8,0
2022,2008/9/29,254.12,1.97,2.35,28.3,12.5,0,22,2.8,12.4,0
2023,2008/9/30,246.92,1.4,1.87,27.9,12.72,0,20.8,5.5,13.2,0
2024,2008/10/1,217.21,1.8,2.22,28.1,13.26,1,19,5,12,1
2025,2008/10/2,125.29,6.68,8,28.9,13.44,11.6,20,11,15.5,11.6
2026,2008/10/3,135.38,5.3,6.38,28.4,13.49,,,,,
2027,2008/10/4,145.75,3.06,3.9,28.4,12.46,12.8,16.2,12.7,14.5,12.8
2028,2008/10/5,190.54,4.46,5.59,28.9,12.11,0.6,14.2,5,9.6,0.6
2029,2008/10/6,174.71,4.96,6.09,28.5,11.13,6.4,13.5,7.5,10.5,6.4
2030,2008/10/7,135.33,8.7,10.85,28.7,11.05,0,15.6,9,12.3,0
2031,2008/10/8,245.38,3.23,4.16,28.7,10.75,0,12.1,1.2,6.7,0
2032,2008/10/9,264.42,4.43,5.7,28.7,10.74,2.9,11.5,2,6.8,2.9
2033,2008/10/10,298.79,7.4,8.66,28.6,10.77,0,14.5,-1,6.8,0
2034,2008/10/11,293.96,3.23,3.96,28.3,10.71,0.4,12,-12.5,-0.3,0.4
2035,2008/10/12,171.83,1.7,2.27,27.9,10.85,0,14,4.5,9.3,0
2036,2008/10/13,183.17,4.22,5.5,28.6,10.89,4.4,12.5,9.5,11,4.4
2037,2008/10/14,268.38,6.41,7.97,28.5,10.99,0,12,0,6,0
2038,2008/10/15,234.77,4,4.89,27.8,10.98,4.6,10.5,-1.5,4.5,4.6
2039,2008/10/16,132.96,6.85,8.4,28.3,10.61,17.4,11,5,8,17.4
2040,2008/10/17,181.25,8.22,10,28.8,10.32,5,13.2,6,9.6,5
2041,2008/10/18,307.75,4.74,5.72,28.4,10.26,0,12.6,2.5,7.6,0
2042,2008/10/19,249.67,3.31,4.06,28.6,10.33,5,10,-1,4.5,5
2043,2008/10/20,162.46,5.8,7.2,28.3,10.34,1,12.5,6,9.3,1
2044,2008/10/21,236.17,3.4,4.25,28.6,10.42,0,11.5,-0.8,5.4,0
2045,2008/10/22,112.17,6.14,7.39,28.8,10.41,0.3,15,4,9.5,0.3
2046,2008/10/23,297.42,5.92,7.25,28.5,10.33,0,13,0.5,6.8,0
2047,2008/10/24,152.17,3.08,3.84,28.8,10.37,1,11,4.5,7.8,1
2048,2008/10/25,265.17,5.15,6.23,28.8,10.52,0,11.8,5,8.4,0
2049,2008/10/26,305.17,4.01,4.76,28.8,10.41,0,10.8,-2,4.4,0
2050,2008/10/27,268.71,2.49,2.99,28.5,10.28,0,12,-2,5,0
2051,2008/10/28,171.33,1.82,2.45,28.5,10.32,0,13.5,-0.5,6.5,0
2052,2008/10/29,160.21,8.12,10.24,29.6,10.21,8.2,12.2,6,9.1,8.2
2053,2008/10/30,251.12,3.89,4.73,29.6,9.58,3.8,15,7,11,3.8
2054,2008/10/31,121.62,7.55,9.12,28.6,9.92,0.8,14.6,9.5,12.1,0.8
2055,2008/11/1,108.67,5.3,6.55,29.1,9.85,9.2,12.5,10.3,11.4,9.2
2056,2008/11/2,122.5,11.22,13.74,29.6,9.68,7.1,12.5,9,10.8,7.1
2057,2008/11/3,217.04,3.93,4.95,29.5,9.68,0,11,3.5,7.3,0
2058,2008/11/4,321.83,7.95,9.41,28.7,9.67,0,10,1.5,5.8,0
2059,2008/11/5,250.58,3.76,4.85,28.4,9.68,6.2,10,-1,4.5,6.2
2060,2008/11/6,142.96,7.69,9.68,28.7,9.7,11.4,10,5.5,7.8,11.4
2061,2008/11/7,126.33,3.47,4.23,28.6,9.67,35,12.2,7.5,9.9,35
2062,2008/11/8,138.88,9.03,11.31,28.9,9.52,8.4,13.1,10.4,11.8,8.4
2063,2008/11/9,208.46,3.7,4.65,28.9,9.45,1.9,12.5,8,10.3,1.9
2064,2008/11/10,160.38,4.39,5.5,27.5,9.48,3.4,12.5,4.5,8.5,3.4
2065,2008/11/11,138.75,10.05,12.28,27.7,9.59,7.8,11,6,8.5,7.8
2066,2008/11/12,196.33,5.81,7.58,27.6,9.72,1,12.5,3,7.8,1
2067,2008/11/13,302.17,6.82,8.44,27.4,9.83,0,11.6,3,7.3,0
2068,2008/11/14,191.88,5.35,6.65,27.4,9.96,0.2,9,2.6,5.8,0.2
2069,2008/11/15,107.25,6.19,7.81,28.2,10.04,0.3,10.5,6.7,8.6,0.3
2070,2008/11/16,130.83,2.03,2.72,28.4,10.16,0.2,11,7.5,9.3,0.2
2071,2008/11/17,136.33,3.04,3.82,28.7,9.88,0,11.5,5.5,8.5,0
2072,2008/11/18,298.75,5.99,7.3,28.9,9.73,0,8.3,-2.5,2.9,0
2073,2008/11/19,235.79,3.08,4.11,28.3,9.67,3.2,9.6,-1.2,4.2,3.2
2074,2008/11/20,222.46,3.98,5.16,28.4,9.66,1,9.8,1.8,5.8,1
2075,2008/11/21,189.46,10.22,12.51,28.4,9.42,15.2,9,0.8,4.9,15.2
2076,2008/11/22,209.13,3.81,5.03,28.6,9.17,0,8.8,2,5.4,0
2077,2008/11/23,160.88,4.11,5.07,28.6,8.75,0.2,9.3,-1.5,3.9,0.2
2078,2008/11/24,141,5.3,6.51,28.6,8.8,7,10,-1,4.5,7
2079,2008/11/25,163.42,6.42,8.09,28.4,8.92,0,10.2,-1,4.6,0
2080,2008/11/26,251.46,3.59,4.63,28.9,8.89,0.2,5.4,-1.5,2,0.2
2081,2008/11/27,135.88,4.29,5.5,28.5,8.97,1.8,7.4,0,3.7,1.8
2082,2008/11/28,136.62,7.24,8.7,28.6,9.03,1,8.5,4.7,6.6,1
2083,2008/11/29,76.08,2.44,3,28.6,8.76,5.8,9.5,5.8,7.7,5.8
2084,2008/11/30,99.96,2.22,2.77,28.6,8.66,0,10.1,8.1,9.1,0
2085,2008/12/1,114.33,1.67,2.2,28.9,8.58,2.1,10.2,8,9.1,2.1
2086,2008/12/2,278.83,4.89,5.91,28.6,8.33,0.6,8.5,7,7.8,0.6
2087,2008/12/3,312.62,3.11,3.78,28.6,8.18,0.2,8,4.8,6.4,0.2
2088,2008/12/4,280.21,2.75,3.6,28.6,8.08,0,5.5,-1,2.3,0
2089,2008/12/5,176.08,1.35,2.05,28.4,8.12,,,,,
2090,2008/12/6,140.88,5.94,7.32,28.4,8.32,,,,,
2091,2008/12/7,204.67,5.06,6.15,28.3,8.73,,,,,
2092,2008/12/8,280.75,4.08,4.93,28.6,8.62,6.1,7,-0.8,3.1,6.1
2093,2008/12/9,129.04,9.69,11.49,28.4,8.66,4.6,7.5,3.5,5.5,4.6
2094,2008/12/10,164.79,4.28,5.21,28.6,8.68,1,8.2,6,7.1,1
2095,2008/12/11,304.08,2.83,3.65,28.5,8.45,4.4,6,1.2,3.6,4.4
2096,2008/12/12,170.75,5.05,6.37,28.5,8.4,,,,,
2097,2008/12/13,315.58,10.71,13.09,28.5,7.66,,,,,
2098,2008/12/14,299.33,6.95,9.59,28.4,7.74,,,,,
2099,2008/12/15,279.67,8.33,10.38,28.4,7.64,0,-3.5,-11.5,-7.5,0
2100,2008/12/16,300.04,5.3,6.76,28.1,7.64,0,-2.4,-12.5,-7.5,0
2101,2008/12/17,158.67,5.43,7.11,28.2,7.69,,,,,
2102,2008/12/18,242.12,6.6,8.92,28,7.29,,,,,
2103,2008/12/19,299.62,7.51,9.74,27.9,7.17,,,,,
2104,2008/12/20,214.04,5.67,7.76,28,7.11,,,,,
2105,2008/12/21,158.83,7.4,9.4,28.3,7.12,,,,,
2106,2008/12/22,322.88,6.39,7.98,28.3,7.11,,,,,
2107,2008/12/23,261.71,4.12,5.28,28,6.52,,,,,
2108,2008/12/24,134.04,10.21,12.53,28.3,6.26,,,,,
2109,2008/12/25,309.67,6.18,7.78,28.6,6.24,,,,,
2110,2008/12/26,205.46,6.89,8.59,28.6,6.24,,,,,
2111,2008/12/27,201.46,6.64,8.16,28.3,6.5,,,,,
2112,2008/12/28,232.58,3.7,4.8,28.3,6.93,,,,,
2113,2008/12/29,198.87,9.41,11.4,28.6,7.35,,,,,
2114,2008/12/30,149.92,7.47,9.37,28.8,7.64,,,,,
2115,2008/12/31,188.21,8.83,11.35,29.4,7.66,,,,,
2116,2009/1/1,212,5.26,6.58,29.4,7.37,,,,,
2117,2009/1/2,286.71,7.18,8.74,29.3,7.15,,,,,
2118,2009/1/3,157.21,6.93,8.87,29.3,7.04,,,,,
2119,2009/1/4,130.92,12.41,15.25,29.3,6.99,,,,,
2120,2009/1/5,156.38,6.15,7.61,29.4,6.7,1.5,3,-12.4,-4.7,1.5
2121,2009/1/6,149.42,6.95,8.44,29.4,7.22,5.8,4.6,0.5,2.6,5.8
2122,2009/1/7,174.88,3.66,4.95,29.4,6.95,0.6,7,1,4,0.6
2123,2009/1/8,253.67,6.92,8.73,29.3,7.05,7.4,7,0,3.5,7.4
2124,2009/1/9,208.33,7.98,9.86,28.9,7.04,,,,,
2125,2009/1/10,126.29,11.35,13.56,29.1,7.16,,,,,
2126,2009/1/11,148.33,3.92,4.8,29.4,7.23,,,,,
2127,2009/1/12,188.54,1.16,1.66,30,6.9,0.6,4,-0.4,1.8,0.6
2128,2009/1/13,261.08,2.04,2.52,28.7,6.86,0.2,3.6,0.8,2.2,0.2
2129,2009/1/14,245.21,3.56,4.58,28.9,6.72,0.4,3.2,1,2.1,0.4
2130,2009/1/15,191.79,1.06,2.04,29.4,6.76,0,3.8,1,2.4,0
2131,2009/1/16,233.75,0.93,1.98,28.9,6.76,,,,,
2132,2009/1/17,254.58,0.96,1.94,29.1,6.71,,,,,
2133,2009/1/18,218.29,0.52,1.42,28.6,6.56,,,,,
2134,2009/1/19,254.33,0.76,1.61,28.3,6.32,0,3.5,-6.5,-1.5,0
2135,2009/1/20,166.83,0.49,1.27,28.3,6.11,0,2.8,-4.6,-0.9,0
2136,2009/1/21,172.67,0.6,1.41,28.2,5.85,0,0.5,-6.4,-3,0
2137,2009/1/22,284.58,1.21,2.46,27.4,6,0,1,-6,-2.5,0
2138,2009/1/23,157.58,2.14,3.24,28,5.87,,,,,
2139,2009/1/24,305.79,3.67,4.83,28.8,6.01,,,,,
2140,2009/1/25,319,5.32,6.79,28.3,6.14,,,,,
2141,2009/1/26,272.12,3.76,4.93,28.6,6.26,0,3.2,-10,-3.4,0
2142,2009/1/27,131.29,9.95,12.22,28.3,6.39,0,4,-1,1.5,0
2143,2009/1/28,155.08,1.11,1.94,28.8,6.36,0,6.8,-3,1.9,0
2144,2009/1/29,101.96,5.22,6.2,28.3,7.1,0,7.5,-0.2,3.7,0
2145,2009/1/30,143.75,7.68,9.37,28.9,7.15,,,,,
2146,2009/1/31,290.75,3.01,3.9,29.4,7.12,,,,,
2147,2009/2/1,163.04,7.47,8.98,29.4,7.01,,,,,
2148,2009/2/2,129.83,9.2,11.6,29.4,6.91,0,7.6,-1.2,3.2,0
2149,2009/2/3,123.21,4.15,5.09,29.4,6.41,0,6.2,-2.3,2,0
2150,2009/2/4,236.92,1.71,2.32,29.4,6.55,0,6,-2,2,0
2151,2009/2/5,199.38,2.26,2.98,29.4,6.59,0,4,-0.5,1.8,0
2152,2009/2/6,322.25,5.58,6.75,29.4,6.4,,,,,
2153,2009/2/7,253.5,4.88,6.19,29,6.33,,,,,
2154,2009/2/8,143.42,4.64,5.65,29.3,6.3,,,,,
2155,2009/2/9,260.12,4.08,5.19,29.4,6.31,0,6,-3.2,1.4,0
2156,2009/2/10,147.58,8.2,10.28,29.3,6.41,6.2,26,-4,11,6.2
2157,2009/2/11,260,3.31,4.26,29.3,6.69,1.6,6,0.3,3.2,1.6
2158,2009/2/12,163.62,3.08,4.03,29.3,6.78,0,6.8,-0.8,3,0
2159,2009/2/13,313.88,3.5,4.39,29.6,6.79,,,,,
2160,2009/2/14,297.88,5.4,6.32,29.4,6.9,,,,,
2161,2009/2/15,300.29,5.14,6.1,29.6,6.75,,,,,
2162,2009/2/16,306.17,5.43,6.33,29.6,6.66,0,7,-5.8,0.6,0
2163,2009/2/17,288.46,3.47,4.22,29.4,6.6,0,7.8,-3.5,2.2,0
2164,2009/2/18,218.5,2.25,2.8,29.4,6.4,0,8.3,-5.6,1.4,0
2165,2009/2/19,241.5,3.1,3.68,29.6,6.37,0,10.2,-3.5,3.4,0
2166,2009/2/20,218.61,2.11,2.63,29.6,6.42,,,,,
2167,2009/2/21,288.96,1.75,2.31,29.4,6.48,,,,,
2168,2009/2/22,207.83,1.62,2.31,29.6,6.58,,,,,
2169,2009/2/23,261.96,2.43,2.92,29.1,6.56,7.2,7,-4,1.5,7.2
2170,2009/2/24,180.62,2.7,3.3,29.4,7.01,1.6,10,2,6,1.6
2171,2009/2/25,285.83,6.38,7.77,29.3,6.42,4.2,5,0.8,2.9,8.7
2172,2009/2/26,289,6.74,8.61,29.3,6.47,0,4.7,-2.6,1.1,0
2173,2009/2/27,142.5,7.11,8.65,29.1,6.62,,,,,
2174,2009/2/28,161.17,3.59,4.47,29.8,6.75,,,,,
2175,2009/3/1,141.46,2.93,4,29.3,6.68,,,,,
2176,2009/3/2,147.46,7.43,9.41,29.4,6.83,,,,,
2177,2009/3/3,200.71,3.83,4.64,29.4,6.95,,,,,
2178,2009/3/4,207.54,2.44,3.01,29.8,6.98,,,,,
2179,2009/3/5,310.58,8.14,10.14,29.8,6.98,,,,,
2180,2009/3/6,274.75,3.96,5.03,27.7,6.94,,,,,
2181,2009/3/7,244.52,6.7,8.66,28.1,6.93,,,,,
2182,2009/3/8,328.88,7.41,9.14,29.4,6.84,,,,,
2183,2009/3/9,328.54,7.81,9.58,29.3,6.65,,,,,
2184,2009/3/10,269.62,6.75,8.7,29,6.45,,,,,
2185,2009/3/11,159.25,2.43,3.7,29.8,6.3,,,,,
2186,2009/3/12,236.25,1.91,2.57,29.6,6.34,,,,,
2187,2009/3/13,163.61,3.65,4.74,29.9,6.35,,,,,
2188,2009/3/14,164.04,6.3,7.87,29.9,6.33,,,,,
2189,2009/3/15,164.96,9.25,11.45,29.9,6.98,,,,,
2190,2009/3/16,170.04,8.78,11.07,30,7,,,,,
2191,2009/3/17,169.75,7.01,8.62,29.7,7.12,,,,,
2192,2009/3/18,143.67,12.8,15.6,29.7,7.09,,,,,
2193,2009/3/19,145.33,12.53,15.27,30,8.02,,,,,
2194,2009/3/20,157.33,9.47,11.76,29.5,8.02,,,,,
2195,2009/3/21,142.12,5.72,7.05,30,7.95,,,,,
2196,2009/3/22,248.17,3.84,4.73,29.7,8.09,,,,,
2197,2009/3/23,202.79,7.23,9.01,29.4,7.93,,,,,
2198,2009/3/24,120.25,8.21,9.82,29.5,7.33,,,,,
2199,2009/3/25,299.25,5.77,7.02,29.7,7.26,,,,,
2200,2009/3/26,252.17,3.42,4.28,29.7,6.74,,,,,
2201,2009/3/27,205.62,3.88,4.77,29.6,6.93,,,,,
2202,2009/3/28,291.17,4.19,5.3,30,7.2,,,,,
2203,2009/3/29,295.96,9.55,11.5,30.1,7.27,,,,,
2204,2009/3/30,193.67,3.74,4.6,29.7,7.3,,,,,
2205,2009/3/31,232.08,8.78,11.18,30.1,7.27,,,,,
2206,2009/4/1,224.79,7.54,9.18,29.5,7.32,11.6,6,-1.5,2.3,11.6
2207,2009/4/2,270.04,5.65,7,29.5,7.38,8.1,9.8,-0.5,4.7,8.1
2208,2009/4/3,267.08,9.54,11.59,29.4,7.42,0,10,-1.5,4.3,0
2209,2009/4/4,159.5,3.37,4.12,29.7,7.48,0.2,12.5,-2.9,4.8,0.2
2210,2009/4/5,172.5,1.91,2.36,29.5,7.77,0,12.4,-1.2,5.6,0
2211,2009/4/6,226.52,2.06,2.59,29.6,7.97,0,17.2,-1,8.1,0
2212,2009/4/7,302.83,3.4,4.06,29.7,7.82,0,17,-1,8,0
2213,2009/4/8,233.21,4.51,5.47,29.5,7.98,0,12.5,1,6.8,0
2214,2009/4/9,140.88,5.55,6.58,28.8,7.94,3.6,10.2,3,6.6,3.6
2215,2009/4/10,178.25,2.58,3.14,29.9,7.88,,,,,
2216,2009/4/11,150.04,7.75,9.38,29.7,8.01,,,,,
2217,2009/4/12,147.33,8.91,10.95,29.6,7.97,3.5,15.5,5.5,10.5,3.5
2218,2009/4/13,210.62,4.33,5.37,29.8,7.94,0,12.2,4.8,8.5,0
2219,2009/4/14,313.42,7.24,8.57,30,8.1,0,13.9,-2.4,5.8,0
2220,2009/4/15,259.92,4.69,5.65,30.3,8.15,0,14.2,-2,6.1,0
2221,2009/4/16,153.21,8.21,9.78,29.9,8.21,4.4,11,2,6.5,4.4
2222,2009/4/17,160.67,5.4,6.65,30.4,8.39,1,14.6,4.4,9.5,1
2223,2009/4/18,166.67,3.9,4.97,29.9,8.53,0,14.9,1.5,8.2,0
2224,2009/4/19,137.29,6.16,7.5,30.7,8.75,0.2,14,6.1,10.1,0.2
2225,2009/4/20,150.54,4.42,5.25,29.9,8.92,0,17,5,11,0
2226,2009/4/21,262.58,1.86,2.31,29.9,9,0,20,2.2,11.1,0
2227,2009/4/22,329.17,9.05,10.99,29.6,9.1,0,12.6,1.6,7.1,0
2228,2009/4/23,318.38,7.38,8.79,29.8,9.13,0,14.6,4.1,9.4,0
2229,2009/4/24,265.42,3.28,4.03,29.7,8.92,0,14,8,11,0
2230,2009/4/25,328.79,7.49,9.06,29.8,9.06,0,14.4,2.8,8.6,0
2231,2009/4/26,263.38,4.34,5.16,29.9,9.11,0,15,-1.1,7,0
2232,2009/4/27,279.75,4.31,5.07,30.1,9.16,0,17.8,0.5,9.2,0
2233,2009/4/28,233.71,5.08,6.23,29.7,9.29,0,17.5,1.2,9.4,0
2234,2009/4/29,245,4.34,5.03,29.7,9.74,0,16.8,-0.8,8,0
2235,2009/4/30,221.12,2.53,3.02,29.8,10.43,0,17.9,0,9,0
2236,2009/5/1,203.88,2.37,2.77,29.9,11.09,0,18.5,0.5,9.5,0
2237,2009/5/2,217.58,3.11,3.96,29.8,11.29,3.2,14.5,2.5,8.5,3.2
2238,2009/5/3,165.79,4.89,6.11,29.6,11.16,6.2,15,2.5,8.8,6.2
2239,2009/5/4,143.57,8.05,9.89,29.8,10.28,14.6,13.5,6.7,10.1,14.6
2240,2009/5/5,143.88,10.62,13.06,30.8,9.77,3.2,14,7.4,10.7,3.2
2241,2009/5/6,155.3,5.27,6.47,29.7,9.46,9.6,11,4.2,7.6,9.6
2242,2009/5/7,183.12,3.4,4.29,29.8,10.27,0.8,14.9,6.8,10.9,0.8
2243,2009/5/8,220.48,2.51,3.1,30,10.09,0,17.5,7,12.3,0
2244,2009/5/9,244.83,4.03,4.77,30.2,10.21,0,17.5,11,14.3,0
2245,2009/5/10,234.7,2.58,3.1,29,10.35,2,15.5,2,8.8,2
2246,2009/5/11,180.38,4.05,5.13,30,10.52,3.6,14,8,11,3.6
2247,2009/5/12,190.26,4.73,5.93,28.8,10.56,0,13,4.5,8.8,0
2248,2009/5/13,184.91,4.77,5.87,29.6,10.42,16.4,10.8,2.4,6.6,16.4
2249,2009/5/14,237,4.73,5.83,29.3,11.41,0,15.8,2.4,9.1,0
2250,2009/5/15,204.61,2.89,3.68,29.3,11.66,0,16.5,3,9.8,0
2251,2009/5/16,145.25,1.6,2.11,29.1,11.96,0,18.5,3.5,11,0
2252,2009/5/17,188.52,2.01,2.64,29.2,12.98,0,22.6,5,13.8,0
2253,2009/5/18,280.96,5.01,6.03,27.9,12.98,2.2,16.3,4.6,10.5,2.2
2254,2009/5/19,218.67,3.83,5.15,28.8,12.67,0.7,16,5.8,10.9,0.7
2255,2009/5/20,269.75,2.14,2.93,29.2,12.64,0,16.5,2,9.3,0
2256,2009/5/21,283.29,3.98,4.77,29,12.69,0,18.5,2,10.3,0
2257,2009/5/22,306,4.36,5.19,28.9,12.84,0,18,6,12,0
2258,2009/5/23,329.29,6.1,7.24,28.9,12.78,0,20.2,3,11.6,0
2259,2009/5/24,296.5,5.18,6.12,28.8,12.83,0,21.5,4.2,12.9,0
2260,2009/5/25,258,3.32,3.94,28.9,12.9,2.2,21.6,4.9,13.3,2.2
2261,2009/5/26,159.09,4.82,5.94,29,13.06,0,19.1,11,15.1,0
2262,2009/5/27,277.74,3.66,4.43,29.2,12.9,0,18,4.5,11.3,0
