"","WDIR","GSPD","Salinity","SST","Total_Rain","Mean_Temp","outbreak_count","X","...1","Date","Max_Temp","Min_Temp","Total_Precip","year","epiweek"
"6351",229.79,2.81,27.6,7.81,0,2.8,0,6351,6351,"2020/12/3",6.5,-1,0,2020,49
"6352",110.83,5.12,27.9,13.59,6,14.7,0,6352,6352,"2020/12/4",NA,NA,NA,2020,49
"6353",163.62,1.92,28.2,19.35,0,18.3,0,6353,6353,"2020/12/5",NA,NA,NA,2020,49
"6354",123.38,6.92,27.6,9.95,2,6.8,0,6354,6354,"2020/12/6",NA,NA,NA,2020,50
"6355",124.7,12.84,27,8.66,22.8,4,0,6355,6355,"2020/12/7",9,-1,22.8,2020,50
"6356",139.64,7.7,28,9.99,1.2,8.8,0,6356,6356,"2020/12/8",10,7.5,1.2,2020,50
"6357",305.12,3.38,28,11.5,0,5,0,6357,6357,"2020/12/9",7.5,2.5,0,2020,50
"6358",133.88,6,27.9,7.72,1.8,2.8,0,6358,6358,"2020/12/10",5.5,0,1.8,2020,50
"6359",67.25,4.03,28.1,13.66,9.6,15.8,0,6359,6359,"2020/12/11",NA,NA,NA,2020,50
"6360",243.5,4.09,27.7,7.79,0,5.3,0,6360,6360,"2020/12/12",NA,NA,NA,2020,50
"6361",107.62,7.15,28.2,7.18,3.6,-2,0,6361,6361,"2020/12/13",NA,NA,NA,2020,51
"6362",161.75,3.53,27.8,7.2,9.4,2.5,0,6362,6362,"2020/12/14",6,-1,9.4,2020,51
"6363",132.61,12.79,27.9,10.22,4.4,5.8,0,6363,6363,"2020/12/15",8.5,3,4.4,2020,51
"6364",141.91,9.3,28.1,7.77,11,5.8,0,6364,6364,"2020/12/16",8,3.5,11,2020,51
"6365",245.58,6.8,27.7,8.35,1.8,5.5,0,6365,6365,"2020/12/17",7.5,3.5,1.8,2020,51
"6366",164.8,12.15,29.3,6.96,9.8,7.8,0,6366,6366,"2020/12/18",NA,NA,NA,2020,51
"6367",201.57,10.1,27.7,8.29,7.5,7.8,0,6367,6367,"2020/12/19",NA,NA,NA,2020,51
"6368",226.26,5.94,28.1,8.38,6.6,5,0,6368,6368,"2020/12/20",NA,NA,NA,2020,52
"6369",289,5.87,27.7,7.27,5.4,0.5,0,6369,6369,"2020/12/21",1,0,10.4,2020,52
"6370",311.94,9.09,27.2,8.53,0,-0.5,0,6370,6370,"2020/12/22",1.5,-2.5,0,2020,52
"6371",127.5,5.88,27.5,7.9,0,-1,0,6371,6371,"2020/12/23",1,-3,0,2020,52
"6372",132.75,4.57,26.9,9.66,0.6,7.6,0,6372,6372,"2020/12/24",NA,NA,NA,2020,52
"6373",159.04,7.89,26.7,15.85,2,18.5,0,6373,6373,"2020/12/25",NA,NA,NA,2020,52
"6374",153.54,7.84,26.1,13.61,3.6,15,0,6374,6374,"2020/12/26",NA,NA,NA,2020,52
"6375",176.04,7.58,26.3,13.11,1,11.2,0,6375,6375,"2020/12/27",NA,NA,NA,2020,53
"6376",300.58,3.21,26.4,18.59,0,18.8,0,6376,6376,"2020/12/28",NA,NA,NA,2020,53
"6377",193.29,5,26,11.64,6.2,6,0,6377,6377,"2020/12/29",NA,NA,NA,2020,53
"6378",119.5,15.36,25.4,7.78,17,3,0,6378,6378,"2020/12/30",7.5,-1.5,17,2020,53
"6379",208.85,4.8,27.9,10.31,0,7.5,0,6379,6379,"2020/12/31",NA,NA,NA,2020,53
"6380",124.24,14.03,27.7,12.68,11.6,12.5,0,6380,6380,"2021/1/1",NA,NA,NA,2021,53
"6381",140.41,14.15,27.7,6.6,2.6,-2.5,10,6381,6381,"2021/1/2",NA,NA,NA,2021,53
"6382",179.79,4.52,27.3,8.56,0,4.8,0,6382,6382,"2021/1/3",NA,NA,NA,2021,1
"6383",166.71,9.44,27.9,8.64,1.6,4,0,6383,6383,"2021/1/4",8,0,1.6,2021,1
"6384",136.52,11.54,27.6,7.27,30.2,3.5,0,6384,6384,"2021/1/5",7,0,30.2,2021,1
"6385",151.18,9.06,26.9,8.92,3.6,5.3,0,6385,6385,"2021/1/6",7.5,3,3.6,2021,1
"6386",142.12,6.39,26.3,7.36,2,5.3,0,6386,6386,"2021/1/7",9.5,1,2,2021,1
"6387",122.42,7.24,26.6,11.5,3,10.8,0,6387,6387,"2021/1/8",NA,NA,NA,2021,1
"6388",118.67,6.81,26.5,9.94,0,1.5,0,6388,6388,"2021/1/9",NA,NA,NA,2021,1
"6389",125.52,12.91,27.9,8.95,9,7.8,0,6389,6389,"2021/1/10",NA,NA,NA,2021,2
"6390",128.83,14.22,26.4,7.2,9.2,3.5,0,6390,6390,"2021/1/11",9,-2,9.2,2021,2
"6391",137.78,8.6,26.3,10.13,28,8.5,0,6391,6391,"2021/1/12",10,7,28,2021,2
"6392",227.04,5.03,26.3,8.26,0,5.5,0,6392,6392,"2021/1/13",9,2,0,2021,2
"6393",141.79,5,26.6,8.71,0,5,0,6393,6393,"2021/1/14",10.5,-0.5,0,2021,2
"6394",164.5,7.31,27,17.02,0,15.8,0,6394,6394,"2021/1/15",NA,NA,NA,2021,2
"6395",192.21,2.5,27.7,13.38,0,13.3,0,6395,6395,"2021/1/16",NA,NA,NA,2021,2
"6396",176.42,7.05,27,15.88,5.8,16.9,0,6396,6396,"2021/1/17",NA,NA,NA,2021,3
"6397",249.75,3.96,26.4,9.56,0,3,0,6397,6397,"2021/1/18",7.5,-1.5,0,2021,3
"6398",112.12,4.2,27.1,7.79,1,4.3,0,6398,6398,"2021/1/19",7.5,1,1,2021,3
"6399",272.42,3.85,27.3,8.48,1.2,4.5,0,6399,6399,"2021/1/20",6,3,1.2,2021,3
"6400",312.92,4.47,26.7,10.01,0,5.3,0,6400,6400,"2021/1/21",7,3.5,0,2021,3
"6401",317,6.38,26.4,9.44,0,3.5,0,6401,6401,"2021/1/22",NA,NA,NA,2021,3
"6402",275.96,4.55,26.6,16.34,0,14.5,0,6402,6402,"2021/1/23",NA,NA,NA,2021,3
"6403",146.38,7.57,26.6,19.3,1.2,18.8,0,6403,6403,"2021/1/24",NA,NA,NA,2021,4
"6404",304.25,4.91,26.8,7.44,5.8,-1,0,6404,6404,"2021/1/25",3.5,-5.5,5.8,2021,4
"6405",140.62,9.25,27.1,6.63,2,1.5,0,6405,6405,"2021/1/26",5,-2,3,2021,4
"6406",171.17,4.33,27,8.06,6.6,1.8,0,6406,6406,"2021/1/27",3.5,0,6.6,2021,4
"6407",236.46,4.99,27.2,9.22,1,2,0,6407,6407,"2021/1/28",5,-1,1,2021,4
"6408",205.57,5.27,27.9,7.86,0,3,0,6408,6408,"2021/1/29",NA,NA,NA,2021,4
"6409",124.61,15.33,26.5,14.56,4,15.3,0,6409,6409,"2021/1/30",NA,NA,NA,2021,4
"6410",134.83,12.05,29,14.2,0.2,15.5,0,6410,6410,"2021/1/31",NA,NA,NA,2021,5
"6411",93.21,5.54,27.5,7.82,2.2,4.5,0,6411,6411,"2021/2/1",7,2,2.2,2021,5
"6412",198.29,5.11,27.9,7.52,3.2,4,0,6412,6412,"2021/2/2",8,0,3.2,2021,5
"6413",240.71,6.45,27.9,9.18,0.8,5.3,0,6413,6413,"2021/2/3",7.5,3,0.8,2021,5
"6414",125.92,3.98,27,9.72,2.4,3.8,0,6414,6414,"2021/2/4",6.5,1,2.4,2021,5
"6415",227.39,6.44,27.3,11.76,1,6.3,0,6415,6415,"2021/2/5",8.5,4,1,2021,5
"6416",257.27,4.05,27.7,9.59,1.2,5.3,0,6416,6416,"2021/2/6",7,3.5,1.2,2021,5
"6417",331.05,10.11,27.6,7.88,0,2.5,0,6417,6417,"2021/2/7",7,-2,0,2021,6
"6418",307.43,9.25,27.6,8.95,0,0,0,6418,6418,"2021/2/8",4.5,-4.5,0,2021,6
"6419",307.33,6.16,27.5,8.21,0,0.5,0,6419,6419,"2021/2/9",5,-4,0,2021,6
"6420",258.57,5.66,27.4,8.21,0,-2,0,6420,6420,"2021/2/10",1,-5,0,2021,6
"6421",321.29,7.31,27.4,8.27,0,-1,0,6421,6421,"2021/2/11",1,-3,0,2021,6
"6422",277.54,6.83,27.6,6.89,0,-3.5,0,6422,6422,"2021/2/12",0,-7,9,2021,6
"6423",205.26,4.72,28,6.44,0,-1.3,0,6423,6423,"2021/2/13",1,-3.5,5,2021,6
"6424",133.5,6.85,27.6,7.15,0,-0.5,1,6424,6424,"2021/2/14",2,-3,1,2021,7
"6425",174.62,3.68,28.1,8.97,0,1.5,1,6425,6425,"2021/2/15",3,0,0,2021,7
"6426",270.25,2.78,27.9,9.76,0,3.3,1,6426,6426,"2021/2/16",8.5,-2,0,2021,7
"6427",290.68,7.72,27.2,8.21,4,1.8,1,6427,6427,"2021/2/17",7.5,-4,4,2021,7
"6428",131.29,9.74,28,6.91,0.2,2,1,6428,6428,"2021/2/18",5,-1,0.2,2021,7
"6429",177,7.13,27,8.79,0,3.3,1,6429,6429,"2021/2/19",8.5,-2,0,2021,7
"6430",241.5,4.34,27,8.26,1,2.8,1,6430,6430,"2021/2/20",8,-2.5,1,2021,7
"6431",139.83,9.76,27.6,10.65,5.8,7.5,0,6431,6431,"2021/2/21",13,2,5.8,2021,8
"6432",215.75,4.65,28.8,8.65,0.4,8,0,6432,6432,"2021/2/22",12,4,0.4,2021,8
"6433",259.27,6.46,28,9.25,0.4,2.5,0,6433,6433,"2021/2/23",7,-2,0.4,2021,8
"6434",267.5,7.06,27.9,8.22,6,1,0,6434,6434,"2021/2/24",6,-4,6,2021,8
"6435",125.3,10.16,27.9,7.89,0,4,0,6435,6435,"2021/2/25",9,-1,0,2021,8
"6436",225.85,8.85,27.6,8.25,0,4.5,0,6436,6436,"2021/2/26",10.5,-1.5,0,2021,8
"6437",265.33,6.69,27.8,7.56,1.4,2.5,0,6437,6437,"2021/2/27",7,-2,1.4,2021,8
"6438",110,8.81,29,7.18,0.6,6.3,0,6438,6438,"2021/2/28",10,2.5,0.6,2021,9
"6439",147.38,13.87,27.9,10.28,0,9,0,6439,6439,"2021/3/1",15,3,0,2021,9
"6440",242,4.93,28,7.06,0,3.5,0,6440,6440,"2021/3/2",8,-1,0,2021,9
"6441",131.67,11.34,28.1,6.8,0,4.5,0,6441,6441,"2021/3/3",10,-1,0,2021,9
"6442",126.57,8.35,27.7,6.98,18,4.3,0,6442,6442,"2021/3/4",9.5,-1,18,2021,9
"6443",136.71,11.5,28.2,10.93,10.8,7,0,6443,6443,"2021/3/5",10,4,10.8,2021,9
"6444",145.25,8.51,27.9,9.46,3.4,4.8,0,6444,6444,"2021/3/6",9,0.5,3.4,2021,9
"6445",133.68,12.33,28.2,6.93,2,4.8,0,6445,6445,"2021/3/7",9,0.5,2,2021,10
"6446",133.48,7.82,27.9,7.51,0,5.8,0,6446,6446,"2021/3/8",9,2.5,0,2021,10
"6447",266.38,3.16,27.8,9.92,0.4,3.8,0,6447,6447,"2021/3/9",8.5,-1,0.4,2021,10
"6448",260.33,4.79,28,7.3,0,4.5,0,6448,6448,"2021/3/10",10,-1,0,2021,10
"6449",264.08,4.71,27.9,8.39,0,3,0,6449,6449,"2021/3/11",9.5,-3.5,0,2021,10
"6450",126.79,5.91,28.2,8.15,0,4,0,6450,6450,"2021/3/12",9.5,-1.5,0,2021,10
"6451",135.04,5.28,27.9,8.46,3.2,6.8,0,6451,6451,"2021/3/13",14,-0.5,3.2,2021,10
"6452",157.05,10.92,28.1,9.62,3.6,6.8,0,6452,6452,"2021/3/14",10,3.5,3.6,2021,11
"6453",308.05,9.53,27.7,6.86,0,2.5,0,6453,6453,"2021/3/15",8,-3,0,2021,11
"6454",254.54,3.75,27.7,9.16,0,2.5,0,6454,6454,"2021/3/16",9.5,-4.5,0,2021,11
"6455",131.71,3.6,28.2,8.43,0,4.8,0,6455,6455,"2021/3/17",10.5,-1,0,2021,11
"6456",124.74,5.48,28.5,7.74,5.2,7,0,6456,6456,"2021/3/18",13,1,5.2,2021,11
"6457",129.67,13.1,27.9,8.34,12.6,7.5,0,6457,6457,"2021/3/19",10,5,12.6,2021,11
"6458",289.96,6.63,28.6,8.46,3.3,6.5,0,6458,6458,"2021/3/20",8,5,3.3,2021,11
"6459",189.5,9.23,27.9,7.43,2.2,6.8,0,6459,6459,"2021/3/21",10.5,3,2.2,2021,12
"6460",281.75,6.64,27.5,8.02,0,5.3,0,6460,6460,"2021/3/22",10.5,0,0,2021,12
"6461",261.62,4.23,28.1,12.17,1.8,3.8,0,6461,6461,"2021/3/23",10,-2.5,1.8,2021,12
"6462",184.17,6.7,28.3,13.24,0,6.8,0,6462,6462,"2021/3/24",10,3.5,0,2021,12
"6463",321.5,7.76,28.2,8.41,0,5.5,0,6463,6463,"2021/3/25",11,0,0,2021,12
"6464",270.91,5.7,28.4,9.61,0,5.5,0,6464,6464,"2021/3/26",12,-1,0,2021,12
"6465",171.83,4.85,28.1,8.33,1.6,4.8,0,6465,6465,"2021/3/27",10.5,-1,1.6,2021,12
"6466",196.52,13.29,28.3,7.23,6.2,6,1,6466,6466,"2021/3/28",9,3,6.2,2021,13
"6467",324.32,11.71,28.2,10.77,0,4,1,6467,6467,"2021/3/29",10,-2,0,2021,13
"6468",277.95,6.84,27.9,7.05,0,3.8,1,6468,6468,"2021/3/30",10.5,-3,0,2021,13
"6469",151.58,3.44,27.5,6.1,0,4.3,1,6469,6469,"2021/3/31",11.5,-3,0,2021,13
"6470",197.54,2.57,24.8,12.52,0,8.5,1,6470,6470,"2021/4/1",15,2,0,2021,13
"6471",245.21,4.55,27,8.35,2,6.3,1,6471,6471,"2021/4/2",10.5,2,2,2021,13
"6472",159,7.66,28.8,8.73,0.6,8,1,6472,6472,"2021/4/3",13,3,0.6,2021,13
"6473",315.74,8.69,29.2,8.71,0,5,0,6473,6473,"2021/4/4",11,-1,0,2021,14
"6474",287.64,6.24,28.9,8.31,0,5,0,6474,6474,"2021/4/5",12,-2,0,2021,14
"6475",233.12,4.03,27.9,9.94,0,5,0,6475,6475,"2021/4/6",12,-2,0,2021,14
"6476",144.04,3.47,24.7,10.38,6.8,9.5,0,6476,6476,"2021/4/7",13,6,6.8,2021,14
"6477",264.36,7.82,28.4,8.17,0.4,5,0,6477,6477,"2021/4/8",11,-1,0.4,2021,14
"6478",159.48,9.5,28.3,7.88,3.8,6.3,0,6478,6478,"2021/4/9",9,3.5,3.8,2021,14
"6479",300.38,9.29,27,9.09,0,4.5,0,6479,6479,"2021/4/10",9.5,-0.5,0,2021,14
"6480",307.27,6.74,28,8.28,0,4,0,6480,6480,"2021/4/11",11,-3,0,2021,15
"6481",307.61,5.49,28.2,8.54,0,5.5,0,6481,6481,"2021/4/12",14,-3,0,2021,15
"6482",294.46,3.93,27.9,10.69,0,7,0,6482,6482,"2021/4/13",17,-3,0,2021,15
"6483",282.38,4.4,28,8.51,0,9,0,6483,6483,"2021/4/14",20,-2,0,2021,15
"6484",276.67,3.94,27.7,14.64,0,10.3,0,6484,6484,"2021/4/15",20.5,0,0,2021,15
"6485",229.75,2.49,27.9,13.77,0,11.3,0,6485,6485,"2021/4/16",21.5,1,0,2021,15
"6486",242.5,2.57,28.3,14.9,0,12.3,0,6486,6486,"2021/4/17",22.5,2,0,2021,15
"6487",231.33,2.72,27.7,16.54,0,13.5,0,6487,6487,"2021/4/18",24,3,0,2021,16
"6488",184.83,3.09,28.2,15.11,0,12,0,6488,6488,"2021/4/19",21,3,0,2021,16
"6489",248.25,3.76,27.9,10.69,0,11.3,0,6489,6489,"2021/4/20",20.5,2,0,2021,16
"6490",325,7.66,27.8,14.88,0,9.8,0,6490,6490,"2021/4/21",17.5,2,0,2021,16
"6491",283.5,7.18,27.3,11.2,0,10.5,0,6491,6491,"2021/4/22",20,1,0,2021,16
"6492",224.54,5.23,27.9,14.2,1.2,9.3,0,6492,6492,"2021/4/23",15,3.5,1.2,2021,16
"6493",150.75,4.85,28.2,10.33,6,9.3,0,6493,6493,"2021/4/24",11.5,7,6,2021,16
"6494",172.38,3.25,28.4,9.85,6,9.3,1,6494,6494,"2021/4/25",11.5,7,6,2021,17
"6495",224.5,2.23,28.1,9.89,0.6,10.8,1,6495,6495,"2021/4/26",15.5,6,0.6,2021,17
"6496",172.54,4.34,27.8,11.67,2,8.8,1,6496,6496,"2021/4/27",13.5,4,2,2021,17
"6497",123.75,7.08,27.9,8.32,2.2,10.5,1,6497,6497,"2021/4/28",13,8,2.2,2021,17
"6498",139.96,4.06,28,15.23,1.4,12.5,1,6498,6498,"2021/4/29",17.5,7.5,1.4,2021,17
"6499",131.75,8.44,28.8,10.93,0,12.3,1,6499,6499,"2021/4/30",15,9.5,0,2021,17
"6500",242.25,4.08,26.9,14.16,0,11.3,1,6500,6500,"2021/5/1",16,6.5,0,2021,17
"6501",253.58,5.43,27.2,13.4,2,9,0,6501,6501,"2021/5/2",16,2,2,2021,18
"6502",144.38,5.7,27.7,10.37,2,9,0,6502,6502,"2021/5/3",11.5,6.5,2,2021,18
"6503",212.42,3.51,28.1,15.04,0,12,0,6503,6503,"2021/5/4",16.5,7.5,0,2021,18
"6504",203.75,2.58,27.4,13.48,0,9,0,6504,6504,"2021/5/5",15,3,0,2021,18
"6505",199.08,5.12,27.5,13.43,0,10.5,0,6505,6505,"2021/5/6",16.5,4.5,0,2021,18
"6506",273.42,5.2,27.4,9.48,0,10.5,0,6506,6506,"2021/5/7",16,5,0,2021,18
"6507",231.58,4.75,28.1,10.92,0,8.8,0,6507,6507,"2021/5/8",12,5.5,0,2021,18
"6508",217.83,3.71,28.3,10.8,0,11.8,0,6508,6508,"2021/5/9",16.5,7,0,2021,19
"6509",307.96,5.06,28.5,12.9,0,9.8,0,6509,6509,"2021/5/10",17,2.5,0,2021,19
"6510",288.46,4.03,27.7,14.58,6,11,0,6510,6510,"2021/5/11",19,3,6,2021,19
"6511",261.96,3.2,26.9,16.87,1.8,14.3,0,6511,6511,"2021/5/12",17.5,11,1.8,2021,19
"6512",253,4.29,27.2,13.55,0,13.8,0,6512,6512,"2021/5/13",21,6.5,0,2021,19
"6513",321.33,6.85,26,14.46,0,13,0,6513,6513,"2021/5/14",21,5,0,2021,19
"6514",310.67,7.26,25.5,16.63,0,12.8,0,6514,6514,"2021/5/15",21.5,4,0,2021,19
"6515",324.81,6.51,26.9,14.46,0,14.3,0,6515,6515,"2021/5/16",22,6.5,0,2021,20
"6516",253.5,5.89,27,14.33,5.2,14.5,0,6516,6516,"2021/5/17",18,11,5.2,2021,20
"6517",157.5,6.16,27.8,12.39,0.8,10,0,6517,6517,"2021/5/18",15,5,0.8,2021,20
"6518",300,5.24,27.9,13,0,9.3,0,6518,6518,"2021/5/19",14.5,4,0,2021,20
"6519",292.39,6.83,27.4,11.98,0,10.5,0,6519,6519,"2021/5/20",20,1,0,2021,20
"6520",265.1,5.08,27.4,15.47,0,12.3,0,6520,6520,"2021/5/21",21.5,3,0,2021,20
"6521",206.25,3.31,27.3,13.88,0,12.5,0,6521,6521,"2021/5/22",22,3,0,2021,20
"6522",294.64,5.96,27.1,16.21,0,14,0,6522,6522,"2021/5/23",18,10,0,2021,21
"6523",228.96,4.62,27.1,13.03,4.8,13,0,6523,6523,"2021/5/24",15,11,4.8,2021,21
"6524",240.67,4.73,27.7,14.28,2,12.5,0,6524,6524,"2021/5/25",18,7,2,2021,21
"6525",203.12,6.77,27.5,11.47,8.2,11,0,6525,6525,"2021/5/26",15,7,8.2,2021,21
"6526",136.3,9.85,26.6,14.99,2.8,14.5,0,6526,6526,"2021/5/27",19.5,9.5,2.8,2021,21
"6527",246.5,4.51,27.9,13.78,0,11,0,6527,6527,"2021/5/28",16.5,5.5,0,2021,21
"6528",233.08,3.82,27,13.64,0.6,12.3,0,6528,6528,"2021/5/29",20.5,4,0.6,2021,21
"6529",187,2.3,26.8,13.74,1.8,12.8,0,6529,6529,"2021/5/30",18,7.5,1.8,2021,22
"6530",294.79,2.18,27.5,16.86,0,16.8,0,6530,6530,"2021/5/31",22.5,11,0,2021,22
"6531",223.96,2.08,26.9,14.5,0,19,0,6531,6531,"2021/6/1",28,10,0,2021,22
"6532",227.62,3.09,26.6,16.68,0,18.5,0,6532,6532,"2021/6/2",25.5,11.5,0,2021,22
"6533",329.91,4.92,27.1,18.66,0,20,0,6533,6533,"2021/6/3",25,15,0,2021,22
"6534",234.26,6.97,26,16.53,0.2,17,0,6534,6534,"2021/6/4",NA,NA,NA,2021,22
"6535",217.7,6,27.3,10.61,0,9.8,0,6535,6535,"2021/6/5",NA,NA,NA,2021,22
"6536",190.83,7.11,28.3,10.9,0,9.5,0,6536,6536,"2021/6/6",NA,NA,NA,2021,23
"6537",167.42,4.13,27.9,15.49,0,12,0,6537,6537,"2021/6/7",16,8,0,2021,23
"6538",276.38,3.5,27.3,12.82,3.2,10.5,0,6538,6538,"2021/6/8",17,4,3.2,2021,23
"6539",245.04,4.77,27.4,10.56,1.6,10,0,6539,6539,"2021/6/9",17,3,1.6,2021,23
"6540",202.25,5.84,27.1,11.79,2.4,10.8,0,6540,6540,"2021/6/10",16,5.5,2.4,2021,23
"6541",146.46,7.7,26.9,16.05,0,14.5,0,6541,6541,"2021/6/11",NA,NA,NA,2021,23
"6542",142.62,8.37,26.2,14.93,5.4,19,0,6542,6542,"2021/6/12",NA,NA,NA,2021,23
"6543",187.83,7.15,27.3,16.32,0,14.5,0,6543,6543,"2021/6/13",NA,NA,NA,2021,24
"6544",169.08,5.12,26.2,16.8,1,14,0,6544,6544,"2021/6/14",20,8,1,2021,24
"6545",166,6.82,28.2,12.14,0.6,13.5,0,6545,6545,"2021/6/15",18.5,8.5,0.6,2021,24
"6546",196.38,3.92,27,16.21,0,14.8,0,6546,6546,"2021/6/16",20.5,9,0,2021,24
"6547",199.42,2.58,26.4,15.14,0,16.3,0,6547,6547,"2021/6/17",24.5,8,0,2021,24
"6548",295.7,6.73,27,17.81,3.8,18,0,6548,6548,"2021/6/18",NA,NA,NA,2021,24
"6549",316.04,5.53,22.2,16.58,0,11.5,0,6549,6549,"2021/6/19",NA,NA,NA,2021,24
"6550",293,3.65,23.2,17.74,0,14,0,6550,6550,"2021/6/20",NA,NA,NA,2021,25
"6551",295.62,5.37,24.9,18.66,0,19.3,0,6551,6551,"2021/6/21",28.5,10,0,2021,25
"6552",307.05,6.59,24.8,16.52,0,18,0,6552,6552,"2021/6/22",25,11,0,2021,25
"6553",306.45,5.58,24.8,18.07,0,17.8,0,6553,6553,"2021/6/23",24.5,11,0,2021,25
"6554",318.09,6.58,24.4,15.02,0,19.5,0,6554,6554,"2021/6/24",27,12,0,2021,25
"6555",300.7,6.53,25.7,17.1,3.4,17.6,0,6555,6555,"2021/6/25",NA,NA,NA,2021,25
"6556",278.58,3.28,25.9,17.73,0,18,0,6556,6556,"2021/6/26",NA,NA,NA,2021,25
"6557",261.54,2.63,25.3,16.33,0,13.5,0,6557,6557,"2021/6/27",NA,NA,NA,2021,26
"6558",261.65,2.99,26.3,17.17,0,26.3,0,6558,6558,"2021/6/28",37,15.5,0,2021,26
"6559",267.88,3.62,25.4,18.27,0,25.8,0,6559,6559,"2021/6/29",33.5,18,0,2021,26
"6560",180.25,6.46,24,19.8,0,21.5,0,6560,6560,"2021/6/30",26,17,0,2021,26
"6561",266.67,5.2,26.4,17.03,0,19.5,0,6561,6561,"2021/7/1",NA,NA,NA,2021,26
"6562",315.76,8.04,28.6,9.5,0,6.3,0,6562,6562,"2021/7/2",NA,NA,NA,2021,26
"6563",334.32,8.72,26.9,17.88,0,18.5,0,6563,6563,"2021/7/3",NA,NA,NA,2021,26
"6564",310.05,7.11,27.4,17.34,0,14.5,0,6564,6564,"2021/7/4",NA,NA,NA,2021,27
"6565",271.35,4.83,28.4,16.46,0,17.8,0,6565,6565,"2021/7/5",25.5,10,0,2021,27
"6566",287.71,5,28.4,15.79,0,20.3,0,6566,6566,"2021/7/6",28,12.5,0,2021,27
"6567",273,6.74,27.3,17.51,0,18.5,0,6567,6567,"2021/7/7",24,13,0,2021,27
"6568",187.25,5,23.3,18.23,0,18.5,0,6568,6568,"2021/7/8",24,13,0,2021,27
"6569",222.62,3.71,24.4,12.76,0.5,8.5,0,6569,6569,"2021/7/9",NA,NA,NA,2021,27
"6570",273.54,4.6,25.2,11.66,0,9.1,0,6570,6570,"2021/7/10",NA,NA,NA,2021,27
"6571",309.5,5.77,22.9,18.25,0,19.3,0,6571,6571,"2021/7/11",NA,NA,NA,2021,28
"6572",332.4,7.14,24,17.59,0,19.8,0,6572,6572,"2021/7/12",28.5,11,0,2021,28
"6573",321.14,6.74,24.2,18.05,0,18.5,0,6573,6573,"2021/7/13",26,11,0,2021,28
"6574",282.16,5.06,24.8,14.5,0,17.5,0,6574,6574,"2021/7/14",24,11,0,2021,28
"6575",271.43,6.14,25,15.99,0,17.3,0,6575,6575,"2021/7/15",23,11.5,0,2021,28
"6576",130.62,8.59,24.5,19.97,0,19,0,6576,6576,"2021/7/16",NA,NA,NA,2021,28
"6577",139.29,7.68,25.4,10.76,0,10,0,6577,6577,"2021/7/17",NA,NA,NA,2021,28
"6578",236.46,3.44,25,13.62,0,9.6,0,6578,6578,"2021/7/18",NA,NA,NA,2021,29
"6579",246.71,3.98,25.3,16.27,0,18,0,6579,6579,"2021/7/19",27,9,0,2021,29
"6580",225.62,5.43,25.3,17.2,0,19.3,0,6580,6580,"2021/7/20",25,13.5,0,2021,29
"6581",251.78,6.14,25.4,16.55,0,16.3,0,6581,6581,"2021/7/21",23.5,9,0,2021,29
"6582",253,3.71,25.5,17.06,0,16.5,0,6582,6582,"2021/7/22",24,9,0,2021,29
"6583",193.62,4.51,25.3,15.87,0,10.3,0,6583,6583,"2021/7/23",NA,NA,NA,2021,29
"6584",284.79,3.43,27.1,15.69,0,16.3,0,6584,6584,"2021/7/24",NA,NA,NA,2021,29
"6585",295.75,5.08,25.1,16.67,0.6,14.8,0,6585,6585,"2021/7/25",NA,NA,NA,2021,30
"6586",254.58,3.33,25.8,18.5,0,20.3,0,6586,6586,"2021/7/26",28.5,12,0,2021,30
"6587",311.95,5.59,25.3,19.4,0,19.8,0,6587,6587,"2021/7/27",27.5,12,0,2021,30
"6588",277.71,3.82,25,15.79,0,20.3,0,6588,6588,"2021/7/28",30,10.5,0,2021,30
"6589",265.75,3.82,24.6,17.14,0,21.5,0,6589,6589,"2021/7/29",31,12,0,2021,30
"6590",270.29,3.79,24,14.95,0.2,12.3,0,6590,6590,"2021/7/30",NA,NA,NA,2021,30
"6591",269.04,4.74,23.9,14.42,1.4,14.6,0,6591,6591,"2021/7/31",NA,NA,NA,2021,30
"6592",264.29,4.68,24.8,17.48,0,16.9,0,6592,6592,"2021/8/1",NA,NA,NA,2021,31
"6593",252.22,4.75,25.2,14.76,0,12.6,0,6593,6593,"2021/8/2",NA,NA,NA,2021,31
"6594",304.32,5.51,25.1,18.97,0,20.8,0,6594,6594,"2021/8/3",30.5,11,0,2021,31
"6595",244.96,3.48,24.9,19.76,0,20.5,0,6595,6595,"2021/8/4",29,12,0,2021,31
"6596",230.38,2.77,24.3,18.7,0,21.5,0,6596,6596,"2021/8/5",29,14,0,2021,31
"6597",307.71,5.53,26.9,15.49,0,15,0,6597,6597,"2021/8/6",NA,NA,NA,2021,31
"6598",176.46,5.46,24.5,17.46,3.2,14.5,0,6598,6598,"2021/8/7",NA,NA,NA,2021,31
"6599",274.25,6.05,25.6,17.24,0,16.3,0,6599,6599,"2021/8/8",NA,NA,NA,2021,32
"6600",260.17,5.02,25,16.28,0,17.8,0,6600,6600,"2021/8/9",24,11.5,0,2021,32
"6601",307.58,5.03,24.7,17.87,0,19.5,0,6601,6601,"2021/8/10",27,12,0,2021,32
"6602",271.63,8.26,25.1,17.74,0,21.5,0,6602,6602,"2021/8/11",29,14,0,2021,32
